,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,latitude,longitude
805,flat,ireo the grand arch,sector 58,3.8,17560.0,3.0,4,1,19.0,Moderately Old,2164.0,0,1,0,0,0,0,167,28.42,77.1105
806,flat,unitech vistas,sector 70,0.99,6326.0,3.0,4,2,11.0,Under Construction,1416.0,0,0,0,0,0,2,0,28.3944,77.0226
807,flat,mapsko mount ville,sector 79,1.3,8025.0,3.0,3,2,6.0,Relatively New,1215.0,1,0,0,1,0,2,151,28.3624,76.9787
808,flat,orchid island,sector 51,0.71,7889.0,2.0,2,1,4.0,Relatively New,1007.0,0,0,0,0,0,2,23,28.432,77.0686
809,flat,ramprastha the edge towers,sector 37d,1.0,5650.0,3.0,3,3+,13.0,Moderately Old,1602.0,0,0,0,0,0,2,38,28.4478,76.9703
810,flat,smart world orchard,sector 61,1.6,13913.0,2.0,2,2,4.0,New Property,1278.0,1,0,0,0,1,2,29,28.405,77.0963
811,flat,godrej oasis,sector 88a,1.29,7799.0,3.0,3,3,5.0,New Property,1642.0,1,0,0,0,1,2,65,28.4347,76.9557
812,flat,supertech hues,sector 68,1.0,8475.0,2.0,2,2,12.0,New Property,1311.0,0,0,0,0,0,2,54,28.3853,77.0484
813,house,independent,sector 8,0.82,10224.0,2.0,4,0,2.0,Moderately Old,891.0,0,0,0,0,0,2,0,28.3738,76.897
814,flat,puri emerald bay,sector 104,2.45,10000.0,3.0,4,3+,14.0,Relatively New,2131.0,0,1,0,0,0,0,56,28.4788,76.996
815,flat,emaar palm gardens,sector 83,1.76,9263.0,3.0,3,3,6.0,Relatively New,1500.0,0,1,0,0,0,0,165,28.3986,76.9647
816,flat,m3m skywalk,sector 74,1.6,11380.0,2.0,2,2,28.0,New Property,1272.0,0,0,0,0,0,2,15,28.4158,77.0118
817,house,independent,sohna road road,0.95,8920.0,3.333333333333333,10,3+,3.0,New Property,1065.0,0,0,0,0,0,2,0,28.4159,77.0274
818,flat,raheja atharva,sector 109,0.79,7932.0,3.0,2,2,3.0,Relatively New,1213.0,0,0,0,0,0,0,44,28.5073,77.0089
819,flat,ansal heights 86,sector 86,1.3,4666.0,4.0,6,2,11.0,New Property,2521.0,0,1,0,0,1,2,86,28.3986,76.9384
820,flat,m3m skywalk,sector 74,2.25,12500.0,3.0,3,3,5.0,Relatively New,1900.0,1,0,0,0,0,2,174,28.4158,77.0118
821,flat,signature global park,sohna road,0.65,7295.0,2.0,2,3,1.0,New Property,822.0,0,0,0,0,0,2,58,28.4159,77.0274
822,flat,vipul lavanya,sector 81,0.75,5967.0,2.0,2,2,7.0,Moderately Old,1397.0,0,0,0,0,0,2,37,28.3867,76.9485
823,flat,tulip violet,sector 69,3.1,9823.0,4.0,6,3+,14.0,Relatively New,2817.0,0,1,0,1,0,2,174,28.3966,77.0341
824,flat,tata primanti,sector 72,4.1,13726.0,3.0,3,3,8.0,Moderately Old,2308.0,0,1,0,0,0,2,38,28.4225,77.0211
825,flat,emaar imperial gardens,sector 102,1.98,9900.0,3.0,3,3+,9.0,Relatively New,2222.0,0,1,0,0,0,0,72,28.475,76.9715
826,flat,m3m heights,sector 65,2.44,13297.0,3.0,3,2,7.0,Under Construction,1654.0,0,0,0,0,0,2,31,28.403,77.069
827,flat,allure homes,sector 12,0.72,7273.0,2.0,2,1,2.0,Relatively New,1100.0,0,0,0,0,1,0,16,28.4723,77.032
828,flat,emaar mgf the palm drive,sector 66,2.99,14950.0,3.0,3,3,7.0,Relatively New,2000.0,0,1,0,0,0,0,49,28.3925,77.0541
829,flat,bptp terra,sector 37d,1.49,8107.0,3.0,3,3,20.0,Relatively New,1707.0,0,0,0,0,1,2,49,28.4478,76.9703
830,flat,tulip purple,sector 69,2.6,10833.0,4.0,4,3+,4.0,Moderately Old,2172.0,0,1,0,0,0,2,37,28.3966,77.0341
831,flat,emaar mgf emerald floors premier,sector 65,2.0,12121.0,3.0,3,3,1.0,Relatively New,1833.0,0,1,0,0,0,0,124,28.403,77.069
832,house,ardee city,sector 52,5.5,20370.0,9.0,9,3+,3.0,Moderately Old,2700.0,0,1,0,1,1,0,26,28.4379,77.0785
833,flat,millenia,sector 37c,0.4,6667.0,2.0,2,2,4.0,New Property,667.0,0,0,0,0,0,2,29,28.4515,76.9882
834,flat,shree vardhman flora,sector 90,0.92,4718.0,3.0,3,2,6.0,Relatively New,2167.0,1,0,0,0,0,0,49,28.4085,76.9369
835,flat,suncity vatsal valley,gwal pahari,1.53,10699.0,3.0,3,3,2.0,New Property,1589.0,0,0,0,0,0,0,117,28.4345,77.1446
836,flat,paras dews,sector 106,0.88,6354.0,2.0,2,3+,3.0,Relatively New,1120.0,0,0,0,0,0,2,49,28.5007,77.0003
837,flat,bptp amstoria,sector 102,1.9,8444.0,3.0,3,3+,1.0,Relatively New,2500.0,0,1,0,0,0,2,174,28.475,76.9715
838,house,independent,sector 46,5.65,23870.0,8.0,6,3+,3.0,Moderately Old,2367.0,0,1,0,0,0,0,67,28.4374,77.0586
839,flat,signature global orchard avenue,sector 93,0.4,5479.0,2.0,2,0,0.0,Relatively New,730.0,0,0,0,0,0,2,0,28.4153,76.9326
840,house,independent,sector 24,5.25,38889.0,4.0,4,3+,2.0,Relatively New,1350.0,0,1,0,1,0,0,72,28.4939,77.1038
841,flat,ireo victory valley,sector 67,3.05,16267.0,3.0,4,2,35.0,Relatively New,2200.0,1,1,0,0,0,0,165,28.3859,77.0608
842,flat,m3m skywalk,sector 74,1.6,9512.0,2.0,2,2,26.0,Relatively New,1508.0,0,0,0,0,0,0,158,28.4158,77.0118
843,house,independent,sector 54,3.51,12342.0,4.0,4,3,4.0,New Property,2844.0,0,1,0,0,0,2,73,28.4348,77.1089
844,house,independent,sector 10a,3.6,19608.0,2.6666666666666665,4,3,3.0,Moderately Old,1836.0,0,0,0,1,0,0,28,28.4469,77.0106
845,flat,godrej aria,sector 79,1.1,11482.0,2.0,2,3,9.0,New Property,81.0,0,0,0,0,0,2,62,28.3624,76.9787
846,flat,m3m woodshire,sector 107,1.02,6649.0,2.0,2,3,6.0,Relatively New,1388.0,1,0,0,0,0,2,112,28.5052,76.9729
847,flat,bestech park view ananda,sector 81,0.95,6985.0,2.0,2,2,14.0,Relatively New,1260.0,0,0,0,0,0,0,165,28.3867,76.9485
848,flat,signature global park,sohna road,0.55,6691.0,2.0,2,3,3.0,Relatively New,913.0,0,0,0,0,0,2,58,28.4159,77.0274
849,flat,smart world gems,sector 89,1.25,8784.0,3.0,3,3,2.0,Under Construction,1288.0,0,0,0,1,0,2,12,28.4253,76.9439
850,house,independent,sector 4,0.92,15257.0,1.0,4,3,4.0,Moderately Old,603.0,0,0,0,0,1,2,0,28.4738,77.0107
851,flat,shree vardhman flora,sector 90,0.65,4815.0,2.0,2,3,3.0,Relatively New,1222.0,1,0,0,0,0,2,106,28.4085,76.9369
852,flat,shree arihant apartment,sector 54,1.5,8108.0,3.0,3,3+,4.0,Moderately Old,1700.0,0,0,0,1,0,0,75,28.4348,77.1089
853,flat,hcbs sports ville,sohna road,0.22,3143.0,1.0,1,1,1.0,New Property,778.0,0,0,0,0,0,2,86,28.4159,77.0274
854,flat,godrej summit,sector 104,0.82,9856.0,2.0,2,3,12.0,Relatively New,86.0,1,0,0,0,0,2,120,28.4788,76.996
855,flat,ats kocoon,sector 109,2.95,10351.0,4.0,4,3+,7.0,Relatively New,3150.0,0,1,1,0,0,0,158,28.5073,77.0089
856,flat,ansal heights 86,sector 86,0.87,5367.0,2.0,2,1,12.0,New Property,1231.0,0,0,0,0,1,0,45,28.3986,76.9384
857,flat,emaar mgf emerald floors premier,sector 65,2.3,13939.0,3.0,4,3,3.0,Relatively New,1833.0,1,1,1,1,0,1,174,28.403,77.069
858,flat,m3m heights,sector 65,2.33,18477.0,2.0,2,3,35.0,Under Construction,1141.0,0,0,0,0,0,0,49,28.403,77.069
859,flat,ats tourmaline,sector 109,1.75,8140.0,3.0,4,3+,9.0,Relatively New,1946.0,0,1,0,0,0,2,94,28.5073,77.0089
860,flat,emaar gurgaon greens,sector 102,1.39,8424.0,3.0,3,3,7.0,Relatively New,1493.0,0,1,0,0,0,0,21,28.475,76.9715
861,flat,valley view estate,gwal pahari,0.38,6090.0,1.0,1,1,11.0,Moderately Old,565.0,0,0,0,0,0,2,42,28.4345,77.1446
862,flat,signature global park,sohna road,0.78,6446.0,3.0,3,3,3.0,Relatively New,1344.0,0,0,0,1,0,2,150,28.4159,77.0274
863,flat,dhoot time residency,sector 63,2.2,12813.0,3.0,4,3+,8.0,Moderately Old,1554.0,1,0,0,0,0,0,61,28.3971,77.0867
864,flat,godrej nature plus,sector 33,1.67,10503.0,3.0,2,2,18.0,Under Construction,1857.0,0,0,0,0,0,2,67,28.442,77.0207
865,house,independent,sector 28,12.0,42194.0,4.0,5,3+,4.0,Relatively New,2844.0,0,1,1,1,0,0,60,28.4728,77.0865
866,flat,avl 36 gurgaon,sector 36a,0.45,9000.0,1.0,1,1,9.0,Relatively New,452.0,0,0,0,0,0,2,0,28.4147,76.978
867,flat,the close north,sector 50,2.35,11358.0,3.0,3,3,8.0,Moderately Old,1900.0,0,0,0,0,0,0,49,28.4178,77.0628
868,flat,parsvnath green ville,sector 48,2.0,7764.0,3.0,3,0,15.0,Relatively New,1923.0,0,1,0,0,0,2,74,28.4177,77.0359
869,flat,valley view estate,gwal pahari,1.5,8278.0,4.0,4,3+,9.0,Old Property,2013.0,1,1,0,0,1,2,135,28.4345,77.1446
870,flat,la vida by tata housing,sector 113,1.9,18500.0,3.0,2,2,10.0,Relatively New,1285.0,0,0,0,1,0,0,174,28.5287,77.0233
871,flat,signature global solera,sector 107,0.49,8221.0,2.0,2,1,8.0,Relatively New,598.0,0,0,0,0,1,1,49,28.5052,76.9729
872,flat,suncity vatsal valley,gwal pahari,1.45,10140.0,3.0,3,3,4.0,Under Construction,1430.0,0,0,0,0,0,2,49,28.4345,77.1446
873,flat,tulip violet,sector 69,1.43,8888.0,3.0,3,2,1.0,Relatively New,1305.0,0,0,0,1,0,2,86,28.3966,77.0341
874,flat,mapsko mount ville,sector 79,1.4,9396.0,3.0,3,3,2.0,New Property,1656.0,0,0,0,0,0,0,112,28.3624,76.9787
875,flat,krrish provence estate,gwal pahari,5.25,9052.0,4.0,5,3+,2.0,New Property,5249.0,1,1,0,1,0,2,49,28.4345,77.1446
876,flat,tulip violet,sector 69,1.9,9453.0,4.0,4,2,0.0,Relatively New,1819.0,0,0,0,0,0,2,49,28.3966,77.0341
877,flat,ats triumph,sector 104,1.75,7642.0,3.0,4,3+,12.0,Relatively New,2036.0,1,1,0,1,1,0,21,28.4788,76.996
878,house,central park flower valley,sector 33,1.15,9350.0,2.0,2,3,2.0,Relatively New,1400.0,1,0,0,0,0,0,71,28.442,77.0207
879,flat,takshila heights sector 37 c,sector 37,0.67,5583.0,2.0,2,2,3.0,Relatively New,1086.0,0,0,0,0,0,2,23,28.4375,76.9999
880,flat,rof ananda,sector 95,0.2,5602.0,1.0,1,1,2.0,Relatively New,407.0,0,0,0,1,0,2,53,28.4172,76.9081
881,flat,tulip violet,sector 69,1.68,10072.0,3.0,3,2,0.0,Relatively New,1510.0,0,0,0,0,0,2,157,28.3966,77.0341
882,house,dlf city plots phase 2,sector 25,6.3,35000.0,4.0,4,3+,2.0,Old Property,1800.0,0,1,1,0,0,2,89,28.4844,77.086
883,flat,tulip white,sector 69,0.9,6000.0,3.0,2,3+,1.0,Relatively New,1326.0,0,0,0,0,0,0,149,28.3966,77.0341
884,flat,mvn athens,sohna road,0.26,5394.0,2.0,2,1,2.0,Relatively New,535.0,0,0,0,0,0,2,37,28.4159,77.0274
885,flat,ireo the corridors,sector 67a,1.6,9265.0,3.0,3,2,3.0,New Property,1346.0,0,0,1,0,0,0,142,28.3802,77.0674
886,flat,m3m the tree of life,sector 111,2.35,14551.0,3.0,3,3+,5.0,Under Construction,1615.0,0,0,0,0,0,2,0,28.5238,77.032
887,flat,ats tourmaline,sector 109,1.45,6744.0,3.0,4,3+,4.0,Relatively New,1797.0,0,1,0,0,0,2,71,28.5073,77.0089
888,house,independent,sector 4,2.35,16319.0,4.0,4,2,2.0,Old Property,1440.0,0,0,0,1,0,2,43,28.4738,77.0107
889,flat,smart world gems,sector 89,1.2,8433.0,3.0,3,2,3.0,New Property,1423.0,1,0,0,0,1,2,37,28.4253,76.9439
890,house,independent,sector 45,16.0,35003.0,6.0,7,3+,3.0,Relatively New,4500.0,1,1,1,1,0,0,105,28.4466,77.066
891,flat,laxmi pareena,sector 99a,0.3,6667.0,2.0,1,0,12.0,New Property,500.0,0,0,0,0,0,2,0,28.4561,76.9542
892,flat,vatika lifestyle homes,sector 83,1.3,4545.0,3.0,3,1,6.0,Relatively New,2588.0,0,0,0,0,0,0,79,28.3986,76.9647
893,flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2.0,2,2,9.0,New Property,733.0,0,0,0,0,0,2,60,28.464,76.9614
894,flat,earth copia,sector 112,0.7,4673.0,2.0,2,2,4.0,Relatively New,1498.0,0,0,0,0,0,2,65,28.5282,77.0176
895,house,independent,sector 3,0.55,7333.0,1.0,1,0,1.0,Moderately Old,750.0,0,0,0,0,0,2,0,28.4909,77.0176
896,house,independent,sector 7,2.0,13889.0,2.0,2,2,2.0,Old Property,1440.0,0,0,0,0,0,2,22,28.4644,77.0143
897,house,independent,sector 4,0.8,11852.0,2.5,3,1,2.0,Moderately Old,675.0,0,0,0,0,0,2,0,28.4738,77.0107
898,flat,palam vihar extension west zone rwa,sector 2,0.2,4000.0,1.0,1,1,1.0,Moderately Old,556.0,0,0,0,0,1,2,0,28.5095,77.032
899,house,international city by sobha phase 1,sector 109,6.0,9634.0,4.0,5,3,2.0,Moderately Old,6228.0,0,0,0,0,0,2,76,28.5073,77.0089
900,flat,orris carnation residency,sector 85,0.88,5954.0,3.0,3,1,1.0,Relatively New,1344.0,0,0,0,0,0,2,65,28.4042,76.9513
901,flat,emaar gurgaon greens,sector 102,1.4,13685.0,3.0,3,3,7.0,Relatively New,1315.0,0,1,0,0,0,2,67,28.475,76.9715
902,flat,sobha city,sector 108,3.35,13267.0,3.0,4,2,19.0,New Property,2525.0,0,0,0,0,0,2,102,28.5134,76.983
903,flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10227.0,3.0,3,3,1.0,Relatively New,1531.0,0,0,0,0,0,2,100,28.475,76.9715
904,flat,raheja vanya,sector 99a,0.85,6789.0,2.0,2,2,3.0,New Property,1133.0,0,0,0,0,0,2,43,28.4561,76.9542
905,flat,not applicable,sector 4,0.42,5600.0,2.0,2,1,3.0,Relatively New,833.0,0,0,0,0,0,0,26,28.4738,77.0107
906,house,independent,sector 7,1.55,13889.0,2.0,2,2,1.0,Moderately Old,1080.0,0,0,0,0,0,0,52,28.4644,77.0143
907,flat,ansal heights 86,sector 86,0.78,5735.0,2.0,2,1,8.0,New Property,1231.0,0,0,0,0,0,2,67,28.3986,76.9384
908,flat,ashiana anmol,sector 33,1.1,8627.0,2.0,2,2,4.0,Under Construction,1275.0,0,0,0,0,0,2,0,28.442,77.0207
909,flat,tulip violet,sector 69,1.42,8999.0,3.0,3,2,8.0,Relatively New,1428.0,0,0,0,1,0,0,94,28.3966,77.0341
910,flat,raheja vedaanta,sector 108,0.7,4651.0,2.0,2,2,12.0,Moderately Old,1362.0,0,0,0,0,0,2,72,28.5134,76.983
911,flat,navjyoti apartment,sector 38,2.1,11939.0,4.0,4,3+,10.0,Old Property,1954.0,0,0,0,0,0,1,22,28.4347,77.043
912,house,unitech espace,sector 50,7.5,34722.0,3.0,3,2,2.0,Moderately Old,2160.0,0,1,0,0,0,0,66,28.4178,77.0628
913,flat,sare homes,sector 92,0.95,4750.0,4.0,3,2,17.0,New Property,1983.0,0,0,0,0,0,2,7,28.4079,76.9153
914,flat,jmd gardens,sector 33,3.25,7509.0,4.0,4,3+,17.0,Old Property,4809.0,0,1,0,0,0,0,130,28.442,77.0207
915,flat,sukhshanti apartment,sector 56,1.7,7727.0,3.0,3,3,4.0,Moderately Old,2200.0,1,0,0,0,0,2,49,28.4245,77.0991
916,flat,godrej oasis,sector 88a,1.19,10162.0,2.0,2,3,15.0,Relatively New,1387.0,1,0,0,1,0,0,174,28.4347,76.9557
917,house,independent,sector 23,1.2,6231.0,3.0,2,2,3.0,New Property,1500.0,0,0,0,0,0,0,79,28.5121,77.0478
918,flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,2.0,2,2,11.0,New Property,1166.0,0,0,0,0,0,0,49,28.475,76.9715
919,flat,bestech park view city,sector 48,1.76,9910.0,3.0,3,3+,9.0,Moderately Old,1576.0,0,1,0,1,0,0,158,28.4177,77.0359
920,flat,microtek greenburg,sector 86,1.45,9797.0,3.0,2,3,8.0,Relatively New,1480.0,0,0,0,0,0,1,72,28.3986,76.9384
921,flat,tulip violet,sector 69,1.4,8855.0,3.0,3,2,9.0,Relatively New,1428.0,0,0,0,1,0,2,120,28.3966,77.0341
922,flat,pioneer urban presidia,sector 62,7.15,16486.0,4.0,5,3+,7.0,Relatively New,3925.0,1,1,1,0,0,0,158,28.4139,77.0886
923,flat,bestech park view spa next,sector 67,2.72,11574.0,4.0,4,3+,0.0,Relatively New,2250.0,0,1,0,1,0,0,128,28.3859,77.0608
924,flat,signature global orchard avenue,sector 93,0.4,7353.0,2.0,2,2,11.0,New Property,604.0,0,0,0,0,0,2,37,28.4153,76.9326
925,flat,capital residences 360,sector 70a,1.1,7586.0,2.0,2,3+,8.0,New Property,1312.0,0,0,0,0,0,2,60,28.3845,77.0226
926,flat,aipl zen residences,sector 70a,1.34,10276.0,2.0,2,3+,17.0,New Property,1180.0,0,0,0,0,0,0,110,28.3845,77.0226
927,flat,eldeco accolade,sohna road,0.95,6177.0,2.0,2,3+,8.0,Under Construction,1050.0,1,0,0,0,1,2,72,28.4159,77.0274
928,house,vipul tatvam villa,sector 48,19.5,22222.0,5.0,6,3,2.0,Moderately Old,8775.0,1,1,1,1,0,0,110,28.4177,77.0359
929,flat,experion windchants,sector 112,5.6,11530.0,4.0,6,3+,15.0,Moderately Old,3662.34,0,1,0,0,0,0,157,28.5282,77.0176
930,flat,tarc maceo,sector 91,0.96,5411.0,2.0,2,3+,8.0,Moderately Old,1271.0,0,0,0,0,0,2,85,28.4014,76.9225
931,flat,dlf the ultima,sector 81,2.34,11185.0,3.0,4,3+,14.0,Relatively New,1760.0,0,1,0,0,0,1,174,28.3867,76.9485
932,flat,bhawna cghs,sector 43,3.25,10156.0,4.0,4,3+,12.0,Moderately Old,3115.0,0,0,0,1,0,0,119,28.4629,77.0772
933,flat,emaar mgf palm hills,sector 77,1.25,8621.0,3.0,4,3,3.0,Relatively New,1310.0,1,1,0,0,0,2,49,28.3801,76.9845
934,flat,smart world orchard,sector 61,1.47,12250.0,2.0,2,2,2.0,Under Construction,1333.0,1,0,0,0,0,2,76,28.405,77.0963
935,house,independent,sector 36,0.75,6938.0,3.0,1,0,1.0,New Property,1081.0,0,0,0,0,0,2,0,28.416,76.9914
936,house,independent,sector 28,10.5,32407.0,5.0,6,3+,3.0,New Property,3240.0,1,1,0,1,0,0,153,28.4728,77.0865
937,flat,bestech park view residency,sector 2,0.98,6262.0,2.0,2,3,14.0,Moderately Old,1416.0,1,0,0,0,0,2,92,28.5095,77.032
938,flat,tulip violet,sector 69,1.66,10134.0,3.0,3,2,0.0,Relatively New,1482.0,0,0,0,0,0,2,157,28.3966,77.0341
939,flat,smriti apartment,sector 56,0.52,10656.0,1.0,1,1,1.0,Old Property,475.0,0,0,0,0,0,2,34,28.4245,77.0991
940,flat,eldeco accolade,sohna road,0.66,5181.0,2.0,2,3,12.0,Relatively New,978.0,0,0,0,1,0,2,49,28.4159,77.0274
941,house,independent,sector 12,0.7,4118.0,4.0,4,1,2.0,Moderately Old,1700.0,0,0,0,0,0,2,0,28.4723,77.032
942,house,ansals palam vihar,sector 2,9.0,19231.0,5.0,5,2,2.0,Old Property,4680.0,1,1,1,1,0,1,110,28.5095,77.032
943,flat,ss the leaf,sector 85,1.2,10453.0,2.0,2,3+,2.0,Relatively New,1380.0,0,0,1,0,0,2,156,28.4042,76.9513
944,flat,avl 36 gurgaon,sector 36a,0.36,9000.0,1.0,1,1,7.0,Relatively New,407.0,0,0,0,0,0,2,95,28.4147,76.978
945,house,independent,sector 5,3.5,15556.0,6.0,5,2,3.0,Old Property,2250.0,1,1,0,1,1,1,155,28.4794,77.0176
946,flat,bestech park view spa next,sector 67,2.35,12145.0,3.0,4,3+,14.0,Moderately Old,1751.0,0,1,0,0,0,0,156,28.3859,77.0608
947,flat,capital residences 360,sector 70a,1.51,7642.0,3.0,3,3,7.0,Relatively New,1788.0,0,1,0,0,0,2,49,28.3845,77.0226
948,flat,vatika gurgaon,sector 83,0.85,8947.0,2.0,2,2,18.0,Moderately Old,1100.0,0,0,0,1,0,0,119,28.3986,76.9647
949,flat,godrej air,sector 85,1.05,10606.0,2.0,2,1,15.0,Under Construction,97.0,0,0,0,0,0,2,45,28.4042,76.9513
950,flat,spaze privy,sector 72,1.9,9620.0,3.0,3,3,10.0,Moderately Old,1787.0,0,1,0,0,0,0,31,28.4225,77.0211
951,house,nul,sector 25,6.25,34722.0,5.0,5,3,2.0,Moderately Old,1800.0,0,1,0,1,0,0,112,28.4844,77.086
952,flat,m3m soulitude,sector 89,1.32,16923.0,3.0,3,3,1.0,Under Construction,867.0,0,0,0,0,0,2,45,28.4253,76.9439
953,flat,paras dews,sector 106,0.88,6354.0,2.0,2,3+,1.0,Relatively New,940.0,0,0,0,0,0,2,49,28.5007,77.0003
954,flat,bptp park generations,sector 37d,1.5,9868.0,3.0,2,3+,17.0,Relatively New,1376.0,0,0,0,0,0,2,42,28.4478,76.9703
955,flat,ats kocoon,sector 109,1.75,10029.0,3.0,3,3,10.0,Relatively New,1550.0,0,0,0,1,0,0,49,28.5073,77.0089
956,flat,imperia the esfera,sector 37c,0.9,6272.0,3.0,3,3,9.0,Relatively New,1435.0,0,0,0,0,0,2,66,28.4515,76.9882
957,flat,m3m merlin,sector 67,3.0,14656.0,3.0,3,3+,4.0,Relatively New,2047.0,0,0,1,0,0,0,174,28.3859,77.0608
958,flat,gls arawali homes,sohna road,0.28,4308.0,2.0,2,2,12.0,New Property,588.0,0,0,0,0,0,2,0,28.4159,77.0274
959,flat,signature global park,sohna road,0.56,6813.0,2.0,2,3,3.0,New Property,913.0,0,0,0,0,0,2,111,28.4159,77.0274
960,house,independent,sector 12,3.71,19818.0,3.0,3,1,4.0,Moderately Old,1872.0,0,0,0,1,0,2,0,28.4723,77.032
961,flat,la vida by tata housing,sector 113,2.85,12855.0,3.0,3,3+,10.0,New Property,2006.0,0,1,0,0,0,2,72,28.5287,77.0233
962,flat,corona optus,sector 37c,1.25,8929.0,3.0,3,3,2.0,Relatively New,1563.0,1,0,0,0,0,2,49,28.4515,76.9882
963,flat,ats triumph,sector 104,2.0,8734.0,3.0,4,3+,4.0,Relatively New,2072.0,0,1,0,0,0,2,60,28.4788,76.996
964,flat,signature global solera,sector 107,0.35,6494.0,2.0,2,2,8.0,Relatively New,608.0,0,0,0,0,0,2,45,28.5052,76.9729
965,flat,ats kocoon,sector 109,2.15,10263.0,3.0,4,3,9.0,Relatively New,1896.0,0,1,0,0,0,2,97,28.5073,77.0089
966,flat,emaar mgf palm hills,sector 77,1.64,8410.0,4.0,3,3,9.0,Relatively New,1765.0,0,1,0,0,0,2,102,28.3801,76.9845
967,house,independent,sector 4,0.85,7522.0,3.0,3,0,1.0,Moderately Old,1130.0,0,0,0,0,0,2,0,28.4738,77.0107
968,flat,malibu towne,sector 47,2.4,10000.0,3.0,3,0,0.0,Moderately Old,2667.0,0,0,0,0,0,0,22,28.4276,77.0492
969,house,independent,sector 13,4.5,9091.0,4.0,5,2,2.0,Old Property,4950.0,0,0,0,0,0,2,0,28.4757,77.0392
970,flat,sidhartha ncr one phase,sector 95,0.43,3152.0,2.0,2,2,6.0,Relatively New,1300.0,0,0,0,0,0,2,120,28.4172,76.9081
971,flat,emaar gurgaon greens,sector 102,1.38,13490.0,3.0,3,3,6.0,Relatively New,1315.0,0,1,0,0,0,0,128,28.475,76.9715
972,house,dlf city plots phase 2,sector 25,15.5,34307.0,5.0,6,3+,3.0,Moderately Old,4518.0,1,1,1,1,0,2,144,28.4844,77.086
973,flat,chd avenue,sector 71,1.35,5745.0,4.0,4,3,8.0,Moderately Old,2127.0,0,1,0,0,0,2,26,28.4104,77.0281
974,flat,emaar mgf emerald floors premier,sector 65,3.0,15190.0,4.0,4,3+,2.0,Relatively New,1975.0,0,1,0,0,0,2,87,28.403,77.069
975,flat,breez global hill view,sohna road,0.32,5776.0,2.0,2,2,19.0,Relatively New,616.0,0,0,0,0,0,0,21,28.4159,77.0274
976,flat,m3m woodshire,sector 107,0.75,5490.0,2.0,2,3+,14.0,Relatively New,1201.0,0,0,0,1,0,2,174,28.5052,76.9729
977,flat,signature global solera,sector 107,0.36,6569.0,2.0,2,1,9.0,Relatively New,496.0,0,0,0,0,0,2,28,28.5052,76.9729
978,flat,m3m soulitude,sector 89,1.0,9066.0,2.0,2,2,2.0,New Property,1226.0,1,0,0,0,0,2,49,28.4253,76.9439
979,flat,breez global hill view,sohna road,0.35,5319.0,2.0,2,2,18.0,New Property,658.0,0,0,0,0,0,2,15,28.4159,77.0274
980,flat,vipul world floors,sector 48,4.3,13871.0,4.0,5,3+,4.0,New Property,3444.0,1,1,0,1,0,2,88,28.4177,77.0359
981,flat,ireo the corridors,sector 67a,1.7,9844.0,3.0,3,2,10.0,New Property,1346.0,0,1,0,0,1,0,44,28.3802,77.0674
982,flat,tulip violet,sector 69,1.36,8843.0,3.0,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,2,86,28.3966,77.0341
983,house,ansal sushant lok 2,sector 56,3.4,22222.0,6.0,6,3+,2.0,Moderately Old,1530.0,0,0,0,0,0,0,29,28.4245,77.0991
984,house,independent,sector 67,3.0,11905.0,4.0,4,0,3.0,Moderately Old,2800.0,0,0,0,0,0,2,0,28.3859,77.0608
985,house,independent,sector 43,14.0,39886.0,9.0,9,3+,4.0,Moderately Old,3510.0,0,1,0,0,0,2,7,28.4629,77.0772
986,flat,sobha city,sector 108,3.95,16859.0,3.0,5,2,15.0,New Property,2343.0,0,1,0,0,0,2,118,28.5134,76.983
987,house,dlf the grove,sector 54,5.7,23457.0,4.0,4,0,1.0,Moderately Old,2430.0,0,0,0,0,0,2,46,28.4348,77.1089
988,flat,dlf new town heights,sector 90,1.65,5684.0,4.0,4,3+,7.0,Moderately Old,2468.0,0,0,0,0,0,2,117,28.4085,76.9369
989,flat,ansals duplex flat,sector 2,0.95,7308.0,2.0,3,2,1.0,Old Property,1444.0,1,0,0,0,0,0,20,28.5095,77.032
990,flat,dlf new town heights,sector 90,1.25,6477.0,3.0,3,3+,6.0,Relatively New,1929.0,0,1,0,1,0,2,136,28.4085,76.9369
991,flat,indiabulls enigma,sector 110,3.79,9896.0,5.0,5,3,4.0,Relatively New,3466.0,0,1,0,0,1,2,125,28.5145,77.0197
992,house,my home,sector 110,0.34,12593.0,2.0,2,2,3.0,Moderately Old,270.0,0,0,0,0,0,2,22,28.5145,77.0197
993,house,independent,sector 24,3.5,32407.0,1.6666666666666667,4,3,3.0,Old Property,1080.0,0,0,0,0,0,2,15,28.4939,77.1038
994,flat,shapoorji pallonji joyville gurugram,sector 102,1.75,9449.0,3.0,3,3,10.0,Relatively New,1465.0,1,1,0,1,1,2,49,28.475,76.9715
